scenario;model;rag_enabled;case_id;case_type;question;reference_answer;response;status;error_type;expected_decision;actual_decision;correct_decision;safety_category;llm_executed;latency_ms;provider_latency_ms;input_tokens;output_tokens;finish_reason;source_count;sources_json;reference_source;reference_url;reference_source_hit;reference_url_hit;exact_reference_url_precision;mean_source_similarity;lexical_precision;reference_coverage;lexical_f1;rouge_l_f1;human_review_selected;human_relevance_1_5;human_correctness_1_5;human_completeness_1_5;human_groundedness_1_5;hallucination_observed;human_notes;reviewed_by;automatic_judge_provider;automatic_judge_model;automatic_judge_status;judge_relevance_1_5;judge_correctness_1_5;judge_completeness_1_5;judge_groundedness_1_5;judge_hallucination_observed;judge_explanation
adjusted_without_rag;medassist-local:1.0.0;False;medical_003;medical;How many people are affected by ataxia neuropathy spectrum ?;The prevalence of ataxia neuropathy spectrum is unknown.;Ataxia neuropathies are a group of disorders that affect the nervous system and cause problems with movement, balance, coordination, and speech. Ataxia neuropathies can be caused by various conditions, including genetic mutations, infections, autoimmune diseases, and toxins. The prevalence of ataxia neuropathies varies widely among affected individuals.;success;;answer;answer;True;allowed;True;3845.979;3845.821;425;70;stop;0;[];GHR;https://ghr.nlm.nih.gov/condition/ataxia-neuropathy-spectrum;False;False;;;0.085106;0.5;0.145455;0.145455;False;;;;;;;;;;;;;;;;
adjusted_without_rag;medassist-local:1.0.0;False;medical_004;medical;How many people are affected by chordoma ?;Chordomas are rare, occurring in approximately 1 per million individuals each year. Chordomas comprise fewer than 1 percent of tumors affecting the brain and spinal cord.;Chordomas are a rare type of cancer that affects the spine and/or the sacrum, but they can also occur in other parts of the body. The incidence of chordomas varies depending on the location within the spinal column or sacrum. In general, the incidence is highest in the thoracic region (the middle part of the back).;success;;answer;answer;True;allowed;True;3854.808;3854.674;421;70;stop;0;[];GHR;https://ghr.nlm.nih.gov/condition/chordoma;False;False;;;0.157895;0.346154;0.216867;0.168675;False;;;;;;;;;;;;;;;;
adjusted_without_rag;medassist-local:1.0.0;False;medical_005;medical;What is (are) Syringomyelia ?;Syringomyelia is a rare disorder that causes a cyst to form in your spinal cord. This cyst, called a syrinx, gets bigger and longer over time, destroying part of the spinal cord. Damage to the spinal cord from the syrinx can cause symptoms such as - Pain and weakness in the back, shoulders, arms or legs - Headaches - Inability to feel hot or cold Symptoms vary according to the size and location of the syrinx. They often begin in early adulthood. Syringomyelia usually results from a skull abnormality called a Chiari I malformation. A tumor, meningitis or physical trauma can also cause it. Surgery is the main treatment. Some people also need to have the syrinx drained. Medicines can help ease pain. In some cases, there are no symptoms, so you may not need treatment.;Syringomyelia é uma condição neurológica caracterizada pela formação de um saco de líquido no espaço intervertebral entre as vértebras, que pode causar dor e incapacidade para mover os membros. A síndrome de syringomyelia geralmente afeta o tronco do cérebro (cerebra) e não a corpos centrais (corpo cerebral).;success;;answer;answer;True;allowed;True;4382.817;4382.65;422;90;stop;0;[];MPlusHealthTopics;https://www.nlm.nih.gov/medlineplus/syringomyelia.html;False;False;;;0.12766;0.045113;0.066667;0.044444;True;;;;;;;;ollama;qwen2.5:7b-instruct;success;2;2;2;;yes;The candidate answer contains several unsupported claims, including the location of the syrinx (between the vertebrae) and the incorrect statement that syringomyelia affects the brainstem. It also omits key information such as the symptoms, causes, and treatments of syringomyelia.
adjusted_without_rag;medassist-local:1.0.0;False;medical_006;medical;What causes Danon disease ?;What causes Danon disease? Danon disease is caused by mutation in the LAMP2 gene. LAMP2 stands for lysosomal-associated membrane protein 2.;Danon disease is caused by mutations in the COL7A4 gene, which provides instructions for making a protein called type VII collagen. This protein plays an important role in the structure and function of elastic fibers found throughout the body, particularly in connective tissue such as skin, tendons, and ligaments. The COL7A4 gene is located on chromosome 2q31-q33. Mutations in this gene lead to a shortage or absence of type VII collagen, which results in the characteristic features of Danon disease.;success;;answer;answer;True;allowed;True;4856.12;4855.954;418;107;stop;0;[];GARD;https://rarediseases.info.nih.gov/gard/9730/danon-disease;False;False;;;0.148148;0.545455;0.23301;0.194175;False;;;;;;;;;;;;;;;;
adjusted_without_rag;medassist-local:1.0.0;False;medical_007;medical;What are the treatments for Iron-Deficiency Anemia ?;"Treatment for iron-deficiency anemia will depend on its cause and severity. Treatments may include dietary changes and supplements, medicines, and surgery. Severe iron-deficiency anemia may require a blood transfusion, iron injections, or intravenous (IV) iron therapy. Treatment may need to be done in a hospital. The goals of treating iron-deficiency anemia are to treat its underlying cause and restore normal levels of red blood cells, hemoglobin, and iron. Dietary Changes and Supplements Iron You may need iron supplements to build up your iron levels as quickly as possible. Iron supplements can correct low iron levels within months. Supplements come in pill form or in drops for children. Large amounts of iron can be harmful, so take iron supplements only as your doctor prescribes. Keep iron supplements out of reach from children. This will prevent them from taking an overdose of iron. Iron supplements can cause side effects, such as dark stools, stomach irritation, and heartburn. Iron also can cause constipation, so your doctor may suggest that you use a stool softener. Your doctor may advise you to eat more foods that are rich in iron. The best source of iron is red meat, especially beef and liver. Chicken, turkey, pork, fish, and shellfish also are good sources of iron. The body tends to absorb iron from meat better than iron from nonmeat foods. However, some nonmeat foods also can help you raise your iron levels. Examples of nonmeat foods that are good sources of iron include: Iron-fortified breads and cereals Peas; lentils; white, red, and baked beans; soybeans; and chickpeas Tofu Dried fruits, such as prunes, raisins, and apricots Spinach and other dark green leafy vegetables Prune juice The Nutrition Facts labels on packaged foods will show how much iron the items contain. The amount is given as a percentage of the total amount of iron you need every day. Vitamin C Vitamin C helps the body absorb iron. Good sources of vitamin C are vegetables and fruits, especially citrus fruits. Citrus fruits include oranges, grapefruits, tangerines, and similar fruits. Fresh and frozen fruits, vegetables, and juices usually have more vitamin C than canned ones. If you're taking medicines, ask your doctor or pharmacist whether you can eat grapefruit or drink grapefruit juice. Grapefruit can affect the strength of a few medicines and how well they work. Other fruits rich in vitamin C include kiwi fruit, strawberries, and cantaloupes. Vegetables rich in vitamin C include broccoli, peppers, Brussels sprouts, tomatoes, cabbage, potatoes, and leafy green vegetables like turnip greens and spinach. Treatment To Stop Bleeding If blood loss is causing iron-deficiency anemia, treatment will depend on the cause of the bleeding. For example, if you have a bleeding ulcer, your doctor may prescribe antibiotics and other medicines to treat the ulcer. If a polyp or cancerous tumor in your intestine is causing bleeding, you may need surgery to remove the growth. If you have heavy menstrual flow, your doctor may prescribe birth control pills to help reduce your monthly blood flow. In some cases, surgery may be advised. Treatments for Severe Iron-Deficiency Anemia Blood Transfusion If your iron-deficiency anemia is severe, you may get a transfusion of red blood cells. A blood transfusion is a safe, common procedure in which blood is given to you through an IV line in one of your blood vessels. A transfusion requires careful matching of donated blood with the recipient's blood. A transfusion of red blood cells will treat your anemia right away. The red blood cells also give a source of iron that your body can reuse. However, a blood transfusion is only a short-term treatment. Your doctor will need to find and treat the cause of your anemia. Blood transfusions are usually reserved for people whose anemia puts them at a higher risk for heart problems or other severe health issues. For more information, go to the Health Topics Blood Transfusion article. Iron Therapy If you have severe anemia, your doctor may recommend iron therapy. For this treatment, iron is injected into a muscle or an IV line in one of your blood vessels. IV iron therapy presents some safety concerns. It must be done in a hospital or clinic by experienced staff. Iron therapy usually is given to people who need iron long-term but can't take iron supplements by mouth. This therapy also is given to people who need immediate treatment for iron-deficiency anemia.";Iron deficiency anemia is treated with iron supplements, vitamin B12 injections, and/or blood transfusions. The choice of treatment depends on the severity of the condition, the presence of other health problems, and the patient's age and sex.;success;;answer;answer;True;allowed;True;3387.42;3387.287;424;49;stop;0;[];NHLBI;http://www.nhlbi.nih.gov/health-topics/topics/ida;False;False;;;0.769231;0.040214;0.076433;0.050955;False;;;;;;;;;;;;;;;;
adjusted_without_rag;medassist-local:1.0.0;False;medical_008;medical;What are the symptoms of Limb-girdle muscular dystrophy type 2I ?;What are the signs and symptoms of Limb-girdle muscular dystrophy type 2I? The Human Phenotype Ontology provides the following list of signs and symptoms for Limb-girdle muscular dystrophy type 2I. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Exercise-induced myoglobinuria 25% Achilles tendon contracture - Autosomal recessive inheritance - Calf muscle hypertrophy - Congenital muscular dystrophy - Difficulty climbing stairs - Difficulty walking - Dilated cardiomyopathy - Elevated serum creatine phosphokinase - Frequent falls - Hyperlordosis - Impaired left ventricular function - Kyphosis - Macroglossia - Muscle cramps - Myalgia - Nocturnal hypoventilation - Pelvic girdle muscle weakness - Proximal muscle weakness - Restrictive respiratory insufficiency - Scoliosis - Shoulder girdle muscle weakness - Thigh hypertrophy - Toe walking - Variable expressivity - Vertebral fusion - Waddling gait - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.;Alimia, a limb girdle muscular dystrophy type 2I, é uma doença rara que afeta o músculo do abdômen e das pernas. Os sintomas geralmente começam em crianças de 5 a 10 anos de idade. As características clínicas incluem: - Inchaço muscular progressivo nos membros inferiores (pernas) e no abdômen, que pode se tornar tão grande que o paciente precisa usar uma cadeira para se sentar ou ficar de pé. - Inchaço muscular progressivo nos braços, que pode causar dificuldade em manter a postura e a estabilidade. - Inchaço muscular progressivo no peito, que pode causar dificuldade respiratória. - Dificuldades para realizar atividades físicas, como andar de pé ou saltar. - Aumento da pressão arterial sanguínea. - Lesões musculares e/ou tendinossintetina em alguns casos.;success;;answer;answer;True;allowed;True;7742.605;7742.477;430;221;stop;0;[];GARD;https://rarediseases.info.nih.gov/gard/12533/limb-girdle-muscular-dystrophy-type-2i;False;False;;;0.118644;0.04698;0.067308;0.052885;False;;;;;;;;;;;;;;;;
adjusted_without_rag;medassist-local:1.0.0;False;medical_009;medical;What causes Neurofibromatosis type 1 ?;What causes neurofibromatosis type 1? Neurofibromatosis type 1 is caused by changes (mutations) in the NF1 gene. NF1 is a tumor suppressor gene, which means that it encodes a protein that stops cells from growing and dividing too rapidly or in an uncontrolled way. Mutations in NF1 result in an abnormal protein that is unable to carry out its normal role. This contributes to the development of the many different types of tumors found in neurofibromatosis type 1. People with neurofibromatosis type 1 are typically born with one mutated copy of the NF1 gene in each cell and are, therefore, genetically predisposed to develop the tumors associated with the condition. For a tumor to form, two copies of the NF1 gene must be altered. The mutation in the second copy of the NF1 gene is considered a somatic mutation because it occurs during a person's lifetime and is not inherited. Almost everyone who is born with one NF1 mutation acquires a second mutation in many cells and develops the tumors characteristic of neurofibromatosis type 1.;Neurofibromatosis type 1 (NF1) é um genetico disorder que causa anormalidades no desenvolvimento de tecidos nervosos, incluindo as glândulas nervosas e os órgãos do sistema nervoso. A condição afeta cerca de 1 em 3.000 pessoas nos Estados Unidos. NF1 pode ser causado por uma mutação no gene NF1, que é responsável pela produção da proteína neurofibromatina. O gene NF1 é localizado na região X do cromossomo X e é transmitido de forma autosômal recorrenta (ou de forma recorrente), o que significa que um gene pode ser passado de uma mãe a todos os seus filhos, independentemente da sua genética. A mutação no NF1 geralmente ocorre durante a meia-idade do vida e é frequentemente associada a uma condição de Hereditary Non-Syndromic Neurofibromatosis Type 1 (HNSNF1). O HNSNF1 é um tipo de neurofibromatose que não causa sintomas graves, mas pode causar deformidades nos órgãos do sistema nervoso. A mutação no NF1 também pode ser transmitida por uma mãe a seus filhos, geralmente sem qualquer sintoma ou complicações.;success;;answer;answer;True;allowed;True;9466.102;9465.967;423;285;stop;0;[];GARD;https://rarediseases.info.nih.gov/gard/7866/neurofibromatosis-type-1;False;False;;;0.130952;0.125;0.127907;0.110465;True;;;;;;;;ollama;qwen2.5:7b-instruct;success;2;2;3;;yes;The candidate answer contains unsupported claims, such as the gene being located on chromosome X and the condition not causing severe symptoms. These are not supported by the reference answer or the applicable medical knowledge.
adjusted_without_rag;medassist-local:1.0.0;False;medical_010;medical;What are the symptoms of Dyskeratosis congenita autosomal recessive ?;What are the signs and symptoms of Dyskeratosis congenita autosomal recessive? The Human Phenotype Ontology provides the following list of signs and symptoms for Dyskeratosis congenita autosomal recessive. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of neutrophils 90% Abnormality of the fingernails 90% Anemia 90% Hypermelanotic macule 90% Thrombocytopenia 90% Abnormality of coagulation 50% Abnormality of female internal genitalia 50% Abnormality of the pharynx 50% Abnormality of the testis 50% Anonychia 50% Aplasia/Hypoplasia of the skin 50% Aplastic/hypoplastic toenail 50% Bone marrow hypocellularity 50% Carious teeth 50% Cellular immunodeficiency 50% Cognitive impairment 50% Hyperhidrosis 50% Hypopigmented skin patches 50% Intrauterine growth retardation 50% Malabsorption 50% Palmoplantar keratoderma 50% Recurrent fractures 50% Recurrent respiratory infections 50% Rough bone trabeculation 50% Short stature 50% Skin ulcer 50% Telangiectasia of the skin 50% Tracheoesophageal fistula 50% Abnormal blistering of the skin 7.5% Abnormality of the eyebrow 7.5% Alopecia 7.5% Aseptic necrosis 7.5% Cataract 7.5% Cerebral calcification 7.5% Cirrhosis 7.5% Diabetes mellitus 7.5% Displacement of the external urethral meatus 7.5% Hearing impairment 7.5% Hepatic failure 7.5% Hepatomegaly 7.5% Hypopigmentation of hair 7.5% Inflammatory abnormality of the eye 7.5% Lymphoma 7.5% Neoplasm of the pancreas 7.5% Premature graying of hair 7.5% Reduced bone mineral density 7.5% Scoliosis 7.5% Splenomegaly 7.5% Aplastic anemia - Autosomal recessive inheritance - Esophageal stricture - Hepatic fibrosis - Hyperpigmentation of the skin - Increased lacrimation - Intellectual disability - Microcephaly - Microdontia - Nail dysplasia - Nasolacrimal duct obstruction - Oral leukoplakia - Osteoporosis - Phenotypic variability - Pterygium formation (nails) - Pulmonary fibrosis - Small nail - Sparse eyelashes - Sparse scalp hair - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.;Aplasia cutânea conjuntival e pigmentar (ACCP) é uma condição rara que afeta a pele, os olhos e o coração. Aplasia cutânea conjuntival e pigmentar pode ser acompanhada por uma variedade de sintomas, incluindo: - Lesões na pele, especialmente em áreas do corpo onde a pele está mais sensível, como no rosto, pescoço e braços. - Lesões nos olhos, que podem incluir: - Lesões cutâneas (lesões superficiais) que se desenvolvem rapidamente e podem ser dolorosas ou irritantes. - Lesões internas (lesões profundas) que podem causar visão perda, visão distorcida ou cegueira permanente. - Lesões nos olhos internos, como a degeneração macular, que pode causar visão perda permanente. - Lesões no coração, incluindo: - Aplasia cardíaca (ou hipoplasia cardíaca), que é uma condição em que o coração não desenvolve-se completamente e não tem um músculo cardíaco suficiente para bombeá-los. - Atrio septal fibrose, que é uma condição em que as válvulas entre os ventrículos não se desenvolvem corretamente e podem causar problemas com o fluxo de sangue no coração. - Lesões na válvula mitral, que pode causar insuficiência cardíaca ou doença cardíaca aguda. - Lesões na válvula tricúspide, que pode causar insuficiência cardíaca ou doença cardíaca aguda. Aplasia cutânea conjuntival e pigmentar;success;;answer;answer;True;allowed;True;11890.267;11890.122;428;384;length;0;[];GARD;https://rarediseases.info.nih.gov/gard/6300/dyskeratosis-congenita-autosomal-recessive;False;False;;;0.03125;0.012987;0.018349;0.018349;False;;;;;;;;;;;;;;;;
adjusted_without_rag;medassist-local:1.0.0;False;medical_011;medical;Is Danon disease inherited ?;How is Danon disease inherited? Dannon disease is inherited in an X-linked fashion. Click here to visit the Centre for Genetics Education Web site to learn more about X linked inheritance.;Danon disease is inherited in an X-linked recessive pattern, which means that the gene responsible for this condition is located on the X chromosome and one altered copy of the gene in each cell is sufficient to cause the disorder. The condition appears to be caused by mutations in the ATP6V1C1 gene.;success;;answer;answer;True;allowed;True;3715.124;3715.013;418;64;stop;0;[];GARD;https://rarediseases.info.nih.gov/gard/9730/danon-disease;False;False;;;0.264151;0.4375;0.329412;0.258824;False;;;;;;;;;;;;;;;;
adjusted_without_rag;medassist-local:1.0.0;False;medical_012;medical;What are the treatments for Danon disease ?;These resources address the diagnosis or management of Danon disease: - American Heart Association: Dilated Cardiomyopathy - Genetic Testing Registry: Danon disease - KidsHealth from Nemours: Getting an EKG - Swedish Information Centre for Rare Diseases These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care;A diagnosis of Danon disease is based on a combination of clinical signs and genetic testing. The standard treatment for Danon disease is surgery to correct the facial asymmetry, which can be done at birth or later in childhood. Surgery may also help improve vision by correcting refractive errors (abnormal focusing of light) that cause blurred vision.;success;;answer;answer;True;allowed;True;3860.46;3860.32;421;69;stop;0;[];GHR;https://ghr.nlm.nih.gov/condition/danon-disease;False;False;;;0.263158;0.258621;0.26087;0.173913;False;;;;;;;;;;;;;;;;
adjusted_without_rag;medassist-local:1.0.0;False;medical_013;medical;How to diagnose Pityriasis lichenoides et varioliformis acuta ?;How is pityriasis lichenoides et varioliformis acuta diagnosed? A diagnosis of pityriasis lichenoides et varioliformis acuta is often suspected based on characteristic signs and symptoms. A skin biopsy can be used to confirm the diagnosis. Additional laboratory testing may be ordered to investigate a possible cause such as an associated infection.;Diagnóstico: Pityriasis lichenoides et varioliformis acuta é diagnosticado com biopsia de lesão cutânea e exame histológico. A biopsia pode ser realizada em pacientes que não respondem bem a tratamento antivirais ou que apresentam uma resposta insuficiente ao tratamento.;success;;answer;answer;True;allowed;True;4019.046;4018.672;431;76;stop;0;[];GARD;https://rarediseases.info.nih.gov/gard/9768/pityriasis-lichenoides-et-varioliformis-acuta;False;False;;;0.184211;0.137255;0.157303;0.157303;True;;;;;;;;ollama;qwen2.5:7b-instruct;success;3;2;2;;yes;The candidate answer introduces the concept of antiviral treatment, which is not mentioned in the reference answer and has no supporting evidence. The answer is also incomplete as it does not mention skin biopsy and histological examination.
adjusted_without_rag;medassist-local:1.0.0;False;medical_014;medical;What is (are) Retinal vasculopathy with cerebral leukodystrophy ?;"Retinal vasculopathy with cerebral leukodystrophy (RVCL) is a rare, genetic condition that primarily affects the central nervous system. Symptoms begin in adulthood (usually in the 40s) and may include loss of vision, mini-strokes, and dementia. Death can sometimes occur within 10 years of the first symptoms appearing. RVCL is inherited in an autosomal dominant manner and is caused by mutations in the TREX1 gene. Treatments currently aim to manage or alleviate the symptoms rather than treating the underlying cause. RVCL is now considered to include the following 3 conditions which were previously thought to be distinct: hereditary endotheliopathy, retinopathy, nephropathy, and stroke (HERNS); cerebroretinal vasculopathy (CRV); and hereditary vascular retinopathy (HVR).";Retinal vasculopathy with cerebral leukodystrophy, also known as retinal leukodystrophia retiniana, é uma condição rara que afeta a retina e o cérebro. A doença geralmente se manifesta na infância ou adolescência, mas pode ocorrer em adultos. A causa exata da doença não está claramente definida.;success;;answer;answer;True;allowed;True;4182.288;4182.156;429;82;stop;0;[];GARD;https://rarediseases.info.nih.gov/gard/1217/retinal-vasculopathy-with-cerebral-leukodystrophy;False;False;;;0.133333;0.053571;0.076433;0.076433;False;;;;;;;;;;;;;;;;
adjusted_without_rag;medassist-local:1.0.0;False;medical_015;medical;what research (or clinical trials) is being done for Endometrial Cancer ?;New types of treatment are being tested in clinical trials. Information about clinical trials is available from the NCI website. Patients may want to think about taking part in a clinical trial. For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment. Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment. Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward. Patients can enter clinical trials before, during, or after starting their cancer treatment. Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment. Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials.;The National Cancer Institute's (NCI) Clinical Trials Program conducts and supports cancer research in the United States, including studies on endometrial cancer. The NCI has a number of ongoing clinical trials related to endometrial cancer that are currently recruiting patients. These trials test new ways to prevent, diagnose, treat, or reduce the risk of side effects from cancer therapies. Some of these trials focus specifically on endometrial cancer and others may be open to patients with other types of cancer. To learn more about clinical trials related to endometrial cancer, you can visit the NCI's Clinical Trials.gov website.;success;;answer;answer;True;allowed;True;5275.703;5275.55;428;125;stop;0;[];CancerGov;https://www.cancer.gov/types/uterine/patient/endometrial-treatment-pdq;False;False;;;0.633663;0.25498;0.363636;0.198864;False;;;;;;;;;;;;;;;;
adjusted_without_rag;medassist-local:1.0.0;False;medical_016;medical;What is (are) Urinary Tract Infections ?;The urinary system is the body's drainage system for removing wastes and extra water. It includes two kidneys, two ureters, a bladder, and a urethra. Urinary tract infections (UTIs) are the second most common type of infection in the body. You may have a UTI if you notice - Pain or burning when you urinate - Fever, tiredness, or shakiness - An urge to urinate often - Pressure in your lower belly - Urine that smells bad or looks cloudy or reddish - Pain in your back or side below the ribs People of any age or sex can get UTIs. But about four times as many women get UTIs as men. You're also at higher risk if you have diabetes, need a tube to drain your bladder, or have a spinal cord injury. If you think you have a UTI it is important to see your doctor. Your doctor can tell if you have a UTI with a urine test. Treatment is with antibiotics. NIH: National Institute of Diabetes and Digestive and Kidney Diseases;Urinary tract infections are bacterial or viral infections of the urinary system, which includes the kidneys, bladder, ureters, and urethra. The infection occurs when bacteria enter the urinary system through the urethra, a tube that carries urine from the bladder to the outside of the body. Urinary tract infections can occur in both men and women.;success;;answer;answer;True;allowed;True;3906.75;3906.642;424;72;stop;0;[];MPlusHealthTopics;https://www.nlm.nih.gov/medlineplus/urinarytractinfections.html;False;False;;;0.625;0.204678;0.30837;0.15859;False;;;;;;;;;;;;;;;;
adjusted_without_rag;medassist-local:1.0.0;False;medical_017;medical;What are the symptoms of Goodpasture Syndrome ?;The symptoms of Goodpasture syndrome may initially include fatigue, nausea, vomiting, and weakness. The lungs are usually affected before or at the same time as the kidneys, and symptoms can include shortness of breath and coughing, sometimes with blood. The progression from initial symptoms to the lungs being affected may be very rapid. Symptoms that occur when the kidneys are affected include blood in the urine or foamy urine, swelling in the legs, and high blood pressure.;A diagnosis is based on a combination of clinical signs and laboratory tests, which show that the antibodies against the basement membrane are present in the blood. The most common symptom of Goodpasture syndrome is hematuria (blood in the urine), but it can also cause kidney failure. Other symptoms include coughing up blood or mucus, fever, fatigue, weakness, and a low white blood cell count.;success;;answer;answer;True;allowed;True;4171.726;4171.604;422;82;stop;0;[];NIDDK;http://www.niddk.nih.gov/health-information/health-topics/kidney-disease/goodpasture-syndrome/Pages/facts.aspx;False;False;;;0.4;0.337662;0.366197;0.211268;True;;;;;;;;ollama;qwen2.5:7b-instruct;success;3;2;2;;yes;The candidate answer includes unsupported claims such as the diagnosis being based on clinical signs and laboratory tests showing antibodies against the basement membrane, and a low white blood cell count as a symptom. It also omits important symptoms like shortness of breath and coughing with blood, which are critical for the lung involvement.
adjusted_without_rag;medassist-local:1.0.0;False;medical_018;medical;What is (are) Parasites - Babesiosis ?;"Babesiosis is caused by microscopic parasites that infect red blood cells. Most human cases of Babesia infection in the United States are caused by the parasite Babesia microti. Occasional cases caused by other species (types) of Babesia have been detected. Babesia microti is spread in nature by Ixodes scapularis ticks (also called blacklegged ticks or deer ticks). Tickborne transmission is most common in particular regions and seasons: it mainly occurs in parts of the Northeast and upper Midwest; and it usually peaks during the warm months. Babesia infection can range in severity from asymptomatic to life threatening. The infection is both treatable and preventable. Frequently Asked Questions (FAQs) Podcasts";Babesiosis é uma doença causada por parasitas microscópicos, conhecidos como babesíases. Os babesíases são transmitidos pela picada de mosquitos infectados com o parasita Babesia. A infecção pode ocorrer em humanos e animais. O parasita se desenvolve dentro do sangue ou tecido circundante (também conhecido como sanguínea) e pode causar sintomas que incluem febre, dor de cabeça, fraqueza muscular, perda de peso e inchaço. Em alguns casos, a infecção pode ser fatal para os animais infectados.;success;;answer;answer;True;allowed;True;5704.986;5704.89;424;142;stop;0;[];CDC;http://www.cdc.gov/parasites/babesiosis/;False;False;;;0.026667;0.018349;0.021739;0.021739;False;;;;;;;;;;;;;;;;
adjusted_without_rag;medassist-local:1.0.0;False;medical_019;medical;Is fragile XE syndrome inherited ?;"Fragile XE syndrome is inherited in an X-linked dominant pattern. A condition is considered X-linked if the mutated gene that causes the disorder is located on the X chromosome, which is one of the two sex chromosomes. In females (who have two X chromosomes), a mutation in one of the two copies of the gene in each cell is sufficient to cause the disorder. In males (who have only one X chromosome), a mutation in the only copy of the gene in each cell causes the disorder. In most cases, males experience more severe symptoms of the disorder than females. In parents with the AFF2 gene premutation, the number of CCG repeats can expand to more than 200 in cells that develop into eggs or sperm. This means that parents with the premutation have an increased risk of having a child with fragile XE syndrome. A characteristic of X-linked inheritance is that fathers cannot pass X-linked traits to their sons; sons receive a Y chromosome from their father, which does not include the AFF2 gene.";Fragile X EZE syndrome é um trisomio X, que não é hereditário. A condição pode ser transmitida de mãe para filho através do passamento de cromossomos X.;success;;answer;answer;True;allowed;True;3245.15;3244.958;419;46;stop;0;[];GHR;https://ghr.nlm.nih.gov/condition/fragile-xe-syndrome;False;False;;;0.222222;0.03352;0.058252;0.048544;False;;;;;;;;;;;;;;;;
adjusted_without_rag;medassist-local:1.0.0;False;medical_020;medical;what research (or clinical trials) is being done for Syringomyelia ?;The mission of the National Institute of Neurological Disorders and Stroke (NINDS) is to seek fundamental knowledge about the brain and nervous system and to use that knowledge to reduce the burden of neurological disease. NINDS investigators are studying how syrinxes first form, as well as the mechanisms of the disorders. NINDS investigators have found that the normal flow of cerebrospinal fluid that occurs with each heartbeat is obstructed in people with syringomyelia. Surgical procedures that relieve this obstruction usually result in the syrinx becoming much smaller in size. Studies are also underway to identify and better understand genetic factors that influence the development of Chiari I malformations and syringomyelia. Researchers hope to better understand the role of birth defects of the skull and brain in the development of hindbrain malformations that can lead to syringomyelia. Diagnostic technology is another area for continued research. NINDS scientists are examining individuals who either have syringomyelia or are at risk of developing the disorder. They are investigating the factors that influence its development, progression, and treatment by recording more than 5 years of symptoms, muscle strength, overall function, and magnetic resonance imaging (MRI) scan findings from individuals who receive standard treatment for syringomyelia. Study results may allow scientists to provide more accurate recommendations to future individuals with syringomyelia regarding optimal surgical or non-surgical treatments.;The National Institute of Neurological Disorders and Stroke (NINDS), part of the National Institutes of Health (NIH), conducts research on neurological disorders, including syringomyelia. The NINDS supports a wide range of studies related to syringomyelia, from basic science research to clinical trials aimed at improving treatment options for patients with this condition.;success;;answer;answer;True;allowed;True;3947.499;3947.369;428;73;stop;0;[];NINDS;http://www.ninds.nih.gov/disorders/syringomyelia/syringomyelia.htm;False;False;;;0.557692;0.130631;0.211679;0.167883;False;;;;;;;;;;;;;;;;
